session_id,unit_id,subject,cell_type,n_spikes,firing_rate
BWRat19_032513,13,BWRat19,Excitatory,6110,1.5551853908887847
BWRat19_032513,14,BWRat19,Inhibitory,55111,14.027466788424192
BWRat19_032513,15,BWRat19,Excitatory,5180,1.3184714115882006
BWRat20_101013,1,BWRat20,Excitatory,30181,2.2583318619681316
BWRat20_101013,2,BWRat20,Excitatory,29894,2.2368567205087744
BWRat20_101013,3,BWRat20,Excitatory,5053,0.37809717698303463
BWRat20_101013,4,BWRat20,Inhibitory,196195,14.6805413889148
BWRat20_101013,5,BWRat20,Excitatory,7639,0.5715979289478333
BWRat20_101013,6,BWRat20,Excitatory,30094,2.251821975881149
BWRat20_101013,7,BWRat20,Inhibitory,37241,2.7866053766129415
BWRat20_101013,8,BWRat20,Excitatory,45334,3.3921744352560643
BWRat20_101513,1,BWRat20,Excitatory,1337,0.05810013909660003
BWRat20_101513,2,BWRat20,Excitatory,2037,0.08851906008958434
BWRat20_101513,3,BWRat20,Excitatory,3808,0.16547893020183463
BWRat20_101513,4,BWRat20,Excitatory,1491,0.06479230171505657
BWRat20_101513,5,BWRat20,Excitatory,10292,0.4472450497997064
BWRat20_101513,6,BWRat20,Excitatory,741,0.032200600651144815
BWRat20_101513,7,BWRat20,Excitatory,9952,0.43247014531739975
BWRat20_101513,8,BWRat20,Excitatory,524,0.02277073514331968
BWRat21_121113,1,BWRat21,Excitatory,17170,0.7846204771787559
BWRat21_121113,2,BWRat21,Excitatory,6127,0.27998658495481876
BWRat21_121113,3,BWRat21,Excitatory,25518,1.1661004855356725
BWRat21_121113,4,BWRat21,Excitatory,26194,1.196991775143875
BWRat21_121113,5,BWRat21,Excitatory,21982,1.0045152783543048
BWRat21_121113,6,BWRat21,Excitatory,20447,0.9343701163001761
BWRat21_121113,7,BWRat21,Inhibitory,173168,7.913288223185254
BWRat21_121613,1,BWRat21,Excitatory,626,0.029060036882618153
BWRat21_121613,2,BWRat21,Excitatory,1473,0.06837928806405198
BWRat21_121613,3,BWRat21,Excitatory,1114,0.051713867551496207
BWRat21_121613,4,BWRat21,Excitatory,11151,0.5176493151406949
BWRat21_121613,6,BWRat21,Excitatory,1858,0.08625167496470372
BWRat21_121613,7,BWRat21,Excitatory,31115,1.4444138140617633
BWRat21_121813,1,BWRat21,Excitatory,654,0.030130427849725847
BWRat21_121813,2,BWRat21,Excitatory,2172,0.10006619157431887
BWRat21_121813,3,BWRat21,Excitatory,20231,0.9320622107458771
BWRat21_121813,4,BWRat21,Inhibitory,3104,0.143004354809708
BWRat21_121813,5,BWRat21,Excitatory,20573,0.9478184895296787
BWRat21_121813,6,BWRat21,Excitatory,28996,1.3358744433190377
BWRat21_121813,7,BWRat21,Excitatory,17059,0.7859250285756472
Bogey_012615,1,Bogey,Excitatory,23355,0.9625610409701795
Bogey_012615,2,Bogey,Excitatory,4985,0.20545351270547396
Bogey_012615,3,Bogey,Excitatory,26965,1.1113448285061396
Bogey_012615,4,Bogey,Excitatory,7895,0.32538725833695425
Bogey_012615,5,Bogey,Excitatory,58016,2.3910914730432853
Bogey_012615,6,Bogey,Inhibitory,33286,1.371860706903592
Bogey_012615,7,Bogey,Excitatory,27098,1.1168263364679907
Bogey_012615,8,Bogey,Excitatory,18989,0.7826192081773812
Bogey_012615,9,Bogey,Excitatory,30504,1.2572023975060738
Bogey_012615,10,Bogey,Excitatory,30056,1.2387383706872066
Dino_061814,1,Dino,Excitatory,24909,1.2678806825683424
Dino_061814,2,Dino,Excitatory,7511,0.3823136941174202
Dino_061814,3,Dino,Excitatory,18201,0.9264400940795053
Dino_061814,4,Dino,Inhibitory,105624,5.376314955060364
Dino_061814,5,Dino,Excitatory,16753,0.8527361626346879
Dino_061814,6,Dino,Excitatory,5006,0.25480792873809155
Dino_061814,7,Dino,Excitatory,1865,0.09492944208880158
Dino_061814,8,Dino,Excitatory,17351,0.8831746647092741
Dino_061914,1,Dino,Excitatory,42461,2.4236365968201437
Dino_061914,2,Dino,Excitatory,7971,0.4549776810073565
Dino_061914,3,Dino,Inhibitory,322685,18.418576464164953
Dino_061914,4,Dino,Excitatory,5515,0.31479135751543985
Dino_061914,5,Dino,Excitatory,9385,0.5356875594347059
Dino_061914,6,Dino,Excitatory,3198,0.18253903197359506
Dino_061914,7,Dino,Excitatory,13958,0.7967103840798748
Dino_061914,8,Dino,Excitatory,19198,1.095804983061
Dino_061914,9,Dino,Excitatory,13116,0.7486497634039001
Dino_061914,10,Dino,Excitatory,9989,0.5701633490882555
Dino_061914,11,Dino,Inhibitory,59743,3.410077982238427
Dino_061914,12,Dino,Excitatory,7341,0.4190178341832899
Dino_061914,13,Dino,Excitatory,5467,0.3120515596621776
Dino_061914,14,Dino,Excitatory,2948,0.16826925148785435
Dino_061914,15,Dino,Excitatory,16202,0.9247959337198833
Dino_061914,16,Dino,Excitatory,11601,0.6621748936603115
Dino_061914,17,Dino,Excitatory,12981,0.7409440819416001
Dino_061914,18,Dino,Excitatory,5103,0.2912747592749392
Dino_062014,1,Dino,Inhibitory,340476,15.22483566364676
Dino_062014,2,Dino,Excitatory,2614,0.11688847503134621
Dino_062014,3,Dino,Excitatory,16595,0.7420674227793382
Dino_062014,4,Dino,Excitatory,8284,0.37043004099451876
Dino_062014,5,Dino,Excitatory,15914,0.7116156050684176
Dino_062014,6,Dino,Inhibitory,248774,11.124259176529502
Dino_062014,7,Dino,Excitatory,32558,1.455874127800524
Dino_062014,8,Dino,Excitatory,33725,1.5080580797368595
Dino_062014,9,Dino,Excitatory,19106,0.8543501162773147
Dino_062014,10,Dino,Excitatory,12023,0.5376243822883991
Dino_062014,11,Dino,Excitatory,11816,0.5283681028960929
Dino_062014,12,Dino,Excitatory,17159,0.7672874303989554
Dino_062014,13,Dino,Excitatory,28067,1.2550531096804873
Dino_062014,14,Dino,Excitatory,25280,1.1304287103261026
Dino_062014,15,Dino,Excitatory,26539,1.1867265642145741
Dino_072114,1,Dino,Excitatory,5294,12450.611476952023
Dino_072114,2,Dino,Excitatory,4085,9607.243650047036
Dino_072114,3,Dino,Excitatory,3644,8570.084666039511
Dino_072114,4,Dino,Excitatory,1955,4597.836312323612
Dino_072114,5,Dino,Excitatory,10108,23772.342427093132
Dino_072114,6,Dino,Excitatory,2408,5663.21730950141
Dino_072114,7,Dino,Excitatory,1995,4691.909689557855
Dino_072114,8,Dino,Excitatory,17100,40216.368767638756
Dino_072114,9,Dino,Excitatory,1657,3896.989651928504
Dino_072114,10,Dino,Excitatory,15189,35722.01317027281
Dino_072114,11,Dino,Excitatory,2193,5157.572906867356
Dino_072114,12,Dino,Inhibitory,32466,76354.6566321731
Dino_072114,13,Dino,Inhibitory,3143,7391.81561618062
Dino_072114,14,Dino,Excitatory,29902,70324.55315145814
Dino_072114,15,Dino,Excitatory,3884,9134.524929444966
Dino_072114,16,Dino,Inhibitory,9303,21879.115710254
Dino_072114,17,Dino,Inhibitory,10741,25261.053621825024
Dino_072114,18,Dino,Inhibitory,12707,29884.760112888052
Dino_072314,1,Dino,Excitatory,9437,0.9143410306792759
Dino_072314,2,Dino,Excitatory,23507,2.277568571386854
Dino_072314,3,Dino,Excitatory,28580,2.769086219859458
Dino_072314,4,Dino,Excitatory,45814,4.4388704015619735
Dino_072314,5,Dino,Excitatory,9302,0.9012610222929558
Dino_072314,6,Dino,Excitatory,28053,2.718025742677305
Dino_072314,7,Dino,Excitatory,4312,0.41778515675416317
Dino_072314,8,Dino,Excitatory,3980,0.38561802501891684
Dino_072314,9,Dino,Excitatory,8464,0.8200680813467618
Dino_072314,10,Dino,Excitatory,20983,2.033020859038174
Dino_072314,11,Dino,Excitatory,338,0.032748465441305
Dino_072314,12,Dino,Excitatory,7722,0.7481764796975064
Dino_072314,13,Dino,Excitatory,4542,0.4400696154864121
Dino_072314,14,Dino,Excitatory,8678,0.8408023168628543
Dino_072314,15,Dino,Excitatory,10273,0.9953401937234504
Dino_072314,16,Dino,Excitatory,14507,1.4055680122988508
Dino_072314,17,Dino,Excitatory,16851,1.6326757134657706
Dino_072314,18,Dino,Excitatory,39101,3.7884548734333334
Dino_072414,1,Dino,Excitatory,5386,0.40775849801150355
Dino_072414,2,Dino,Excitatory,22369,1.6934923583400154
Dino_072414,3,Dino,Excitatory,11389,0.862228283299854
Dino_072414,4,Dino,Excitatory,5077,0.3843650008177504
Dino_072414,5,Dino,Excitatory,19760,1.4959725066296528
Dino_072414,6,Dino,Excitatory,1681,0.12726365301844364
Dino_072414,7,Dino,Excitatory,4917,0.3722518631122471
Dino_072414,8,Dino,Excitatory,12447,0.9423264063774943
Dino_072414,9,Dino,Excitatory,4449,0.33682093532365004
Dino_072414,10,Dino,Excitatory,18270,1.3831689117471537
Dino_072414,11,Dino,Excitatory,17358,1.314124026825785
Dino_072414,12,Dino,Excitatory,10455,0.7915178419439788
Dino_072414,13,Dino,Excitatory,70012,5.3004062314855895
Dino_072414,14,Dino,Excitatory,213050,16.129399925984185
Dino_072414,15,Dino,Inhibitory,13123,0.9935044131832457
Dino_072414,16,Dino,Inhibitory,5451,0.41267946020436425
Dino_072414,17,Dino,Excitatory,18643,1.4114076640231081
Dino_072414,18,Dino,Excitatory,13616,1.0308280187383276
Rizzo_022615,1,Rizzo,Excitatory,28636,0.7061011440400606
Rizzo_022615,2,Rizzo,Excitatory,31908,0.7867815094297477
Rizzo_022615,3,Rizzo,Excitatory,13196,0.32538450540412905
Rizzo_022715,1,Rizzo,Excitatory,13983,0.5392159522406216
Rizzo_022715,2,Rizzo,Excitatory,21985,0.847791082744051
Rizzo_022715,3,Rizzo,Inhibitory,6669,0.25717165025335803
Rizzo_022715,4,Rizzo,Excitatory,7352,0.2835096675157727
Rizzo_022715,5,Rizzo,Excitatory,24065,0.9280005643045526
Rizzo_022715,6,Rizzo,Excitatory,24766,0.9550327020804715
Splinter_020515,1,Splinter,Excitatory,5771,0.24210705006332456
Splinter_020515,2,Splinter,Excitatory,8149,0.3418697541095186
Splinter_020515,3,Splinter,Excitatory,2708,0.11360698173132609
Splinter_020515,4,Splinter,Excitatory,9201,0.3860036332754547
Splinter_020515,5,Splinter,Excitatory,11027,0.4626086364665188
Splinter_020515,6,Splinter,Excitatory,10201,0.427955989897067
Splinter_020515,7,Splinter,Excitatory,3897,0.16348833375442312
Splinter_020515,8,Splinter,Excitatory,8237,0.3455615614922205
