session_id,unit_id,subject,cell_type,n_spikes,firing_rate
BH549_1500_4_67_7,35,BH549,Inhibitory,358,0.283455342613728
BH549_1500_4_67_7,36,BH549,Inhibitory,8850,7.007206095339366
BH549_1500_4_67_7,37,BH549,Excitatory,12895,10.209934756994478
BH549_1500_4_67_7,38,BH549,Excitatory,12247,9.69686475136963
BH549_1500_4_67_7,39,BH549,Inhibitory,6967,5.51629433516716
BH549_1500_4_67_7,40,BH549,Inhibitory,7252,5.741950124678088
BH549_1500_4_67_7,41,BH549,Excitatory,9895,7.8346106568794385
BH549_1500_4_67_7,42,BH549,Excitatory,6739,5.335769703558417
BH549_1500_4_67_7,43,BH549,Excitatory,7132,5.646937160673487
BH549_1500_4_67_7,44,BH549,Excitatory,10074,7.976338328186302
BH549_1500_4_67_7,45,BH549,Excitatory,10114,8.008009316187836
BH549_1500_4_67_7,46,BH549,Excitatory,11066,8.761778830624342
BH549_1500_4_67_7,47,BH549,Excitatory,10698,8.47040574101023
BH549_1500_4_67_7,48,BH549,Excitatory,10854,8.593922594216213
BH549_1500_4_67_7,49,BH549,Excitatory,10849,8.589963720716021
BH549_1500_4_67_7,50,BH549,Excitatory,8054,6.3769534341088425
BH549_1500_4_67_7,51,BH549,Excitatory,8210,6.500470287314824
BH549_1500_4_67_7,52,BH549,Excitatory,11389,9.017522058736727
BH549_1500_4_67_7,53,BH549,Excitatory,11199,8.867084865729442
BH549_1500_600_67_7,0,BH549,Inhibitory,5992,4.770615147519231
BH549_1500_600_67_7,1,BH549,Excitatory,9055,7.209265714416996
BH549_1500_600_67_7,2,BH549,Inhibitory,19815,15.77599117958838
BH549_1500_600_67_7,3,BH549,Inhibitory,8825,7.026147976778574
BH549_1500_600_67_7,4,BH549,Inhibitory,8997,7.163088197969046
BH549_1500_600_67_7,5,BH549,Inhibitory,8468,6.741917401400676
BH549_1500_600_67_7,6,BH549,Inhibitory,5810,4.625713285561871
BH549_1500_600_67_7,7,BH549,Inhibitory,6268,4.990356432685338
BH549_1500_600_67_7,8,BH549,Inhibitory,7330,5.835882682128832
BH549_1500_600_67_7,9,BH549,Inhibitory,10236,8.149535488986457
BH549_1500_600_67_7,10,BH549,Inhibitory,9666,7.695721965273846
BH549_1500_600_67_7,11,BH549,Inhibitory,9002,7.16706901835249
BH549_1500_600_67_7,12,BH549,Inhibitory,8155,6.492718045397084
BH549_300_200_67_5,0,BH549,Inhibitory,8986,6.890791203982086
BH549_300_200_67_5,1,BH549,Inhibitory,10163,7.79335755687402
BH549_300_200_67_5,2,BH549,Inhibitory,7469,5.727500501061897
BH549_300_200_67_5,3,BH549,Inhibitory,7980,6.119353862427894
BH549_300_200_67_5,4,BH549,Inhibitory,6669,5.114031442171883
BH549_300_200_67_5,5,BH549,Inhibitory,9649,7.399203686537186
BH549_300_200_67_7,0,BH549,Inhibitory,7022,5.6038914347603015
BH549_300_200_67_7,1,BH549,Inhibitory,9522,7.599010857560182
BH549_300_200_67_7,2,BH549,Inhibitory,5994,4.783498328104991
BH549_300_200_67_7,3,BH549,Inhibitory,8097,6.46179278656425
BH549_300_200_67_7,4,BH549,Inhibitory,9001,7.183227969848686
BH549_300_200_67_7,5,BH549,Inhibitory,6820,5.442685785398072
BH549_300_200_67_7,6,BH549,Inhibitory,6270,5.003759512382098
BH549_300_200_67_7,7,BH549,Inhibitory,6602,5.268711371729922
BH549_300_200_67_7,8,BH549,Inhibitory,9843,7.855184191447686
BH549_300_200_67_7,9,BH549,Inhibitory,15286,12.198958198767583
BH549_300_200_67_7,10,BH549,Inhibitory,9271,7.3987008675110735
BH549_300_200_67_7,11,BH549,Inhibitory,15050,12.010618925255276
BH549_300_200_67_7,12,BH549,Inhibitory,5736,4.577602003672044
BH549_300_200_67_7,13,BH549,Inhibitory,8133,6.490522506252568
BH549_30_200_67_5,0,BH549,Inhibitory,7338,5.844239804702666
BH549_30_200_67_5,1,BH549,Inhibitory,4506,3.588735971653068
BH549_30_200_67_5,2,BH549,Inhibitory,6218,4.952232639089831
BH549_30_200_67_5,3,BH549,Inhibitory,7333,5.840257629856181
BH549_30_200_67_5,4,BH549,Inhibitory,8718,6.943320062332767
BH549_4500_200_67_7,0,BH549,Inhibitory,8364,6.708014476949276
BH549_4500_200_67_7,1,BH549,Inhibitory,5010,4.018071799320405
BH549_4500_200_67_7,2,BH549,Excitatory,5876,4.712612753055231
BH549_4500_200_67_7,3,BH549,Inhibitory,9509,7.626316315316914
BH549_4500_200_67_7,4,BH549,Excitatory,6738,5.403945665433312
BH549_4500_200_67_7,5,BH549,Inhibitory,4020,3.224081563526553
BH549_4500_200_67_7,6,BH549,Inhibitory,572,0.45874991401422593
BH549_4500_200_67_7,7,BH549,Inhibitory,4183,3.3548092488138237
BH549_4500_200_67_7,8,BH549,Inhibitory,7094,5.689461346183425
BH549_4500_200_67_7,9,BH549,Inhibitory,6574,5.272415969806856
BH549_4500_200_67_7,10,BH549,Inhibitory,6797,5.4512642754452685
BH549_4500_200_67_7,11,BH549,Inhibitory,6769,5.428807985948069
BH549_4500_200_67_7,12,BH549,Inhibitory,6789,5.444848192731783
BH549_1500_40_67_7,0,BH549,Inhibitory,8527,6.828434374347468
BH549_1500_40_67_7,1,BH549,Inhibitory,2495,1.9979997377737695
BH549_1500_40_67_7,2,BH549,Inhibitory,8305,6.650656441767999
BH549_1500_40_67_7,3,BH549,Inhibitory,4803,3.8462495954017695
BH549_1500_40_67_7,4,BH549,Inhibitory,3670,2.9389414980479898
BH549_1500_40_67_7,5,BH549,Inhibitory,6574,5.2644690485469985
BH549_1500_40_67_7,6,BH549,Inhibitory,5938,4.755159295751761
BH549_1500_40_67_7,7,BH549,Inhibitory,6024,4.824028224588853
BH549_1500_40_67_7,8,BH549,Inhibitory,7450,5.965971160887609
BH549_4500_200_67_5,0,BH549,Inhibitory,6287,5.026686386514976
BH549_4500_200_67_5,1,BH549,Inhibitory,3510,2.8063733444675627
BH549_4500_200_67_5,2,BH549,Inhibitory,8415,6.728100197633772
