neuron_id,label
hausser_neuron_1119,unlabeled
hausser_neuron_112,unlabeled
hausser_neuron_1120,unlabeled
hausser_neuron_1121,unlabeled
hausser_neuron_1122,unlabeled
hausser_neuron_1123,unlabeled
hausser_neuron_1124,unlabeled
hausser_neuron_1125,unlabeled
hausser_neuron_1126,unlabeled
hausser_neuron_1127,unlabeled
hausser_neuron_1128,unlabeled
hausser_neuron_1129,unlabeled
hausser_neuron_113,unlabeled
hausser_neuron_1130,unlabeled
hausser_neuron_1131,unlabeled
hausser_neuron_1132,unlabeled
hausser_neuron_1133,unlabeled
hausser_neuron_1134,unlabeled
hausser_neuron_1135,unlabeled
hausser_neuron_1136,unlabeled
hausser_neuron_1137,unlabeled
hausser_neuron_1138,unlabeled
hausser_neuron_1139,unlabeled
hausser_neuron_114,unlabeled
hausser_neuron_1140,unlabeled
hausser_neuron_1141,unlabeled
hausser_neuron_1142,unlabeled
hausser_neuron_1143,unlabeled
hausser_neuron_1144,unlabeled
hausser_neuron_1145,unlabeled
hausser_neuron_1146,unlabeled
hausser_neuron_1147,unlabeled
hausser_neuron_1148,unlabeled
hausser_neuron_1149,unlabeled
hausser_neuron_115,unlabeled
hausser_neuron_1150,unlabeled
hausser_neuron_1151,unlabeled
hausser_neuron_1152,unlabeled
hausser_neuron_1153,unlabeled
hausser_neuron_1154,unlabeled
hausser_neuron_1155,unlabeled
hausser_neuron_1156,unlabeled
hausser_neuron_1157,unlabeled
hausser_neuron_1158,unlabeled
hausser_neuron_1159,unlabeled
hausser_neuron_116,unlabeled
hausser_neuron_1160,unlabeled
hausser_neuron_1161,unlabeled
hausser_neuron_1162,unlabeled
hausser_neuron_1163,unlabeled
hausser_neuron_1164,unlabeled
hausser_neuron_1165,unlabeled
hausser_neuron_1166,unlabeled
hausser_neuron_1167,unlabeled
hausser_neuron_1168,unlabeled
hausser_neuron_1169,unlabeled
hausser_neuron_117,PkC_ss
hausser_neuron_1170,unlabeled
hausser_neuron_1171,unlabeled
hausser_neuron_1172,unlabeled
hausser_neuron_1173,unlabeled
hausser_neuron_1174,unlabeled
hausser_neuron_1175,unlabeled
hausser_neuron_1176,unlabeled
hausser_neuron_1177,unlabeled
hausser_neuron_1178,unlabeled
hausser_neuron_1179,unlabeled
hausser_neuron_118,PkC_ss
hausser_neuron_1180,unlabeled
hausser_neuron_1181,unlabeled
hausser_neuron_1182,unlabeled
hausser_neuron_1183,unlabeled
hausser_neuron_1184,unlabeled
hausser_neuron_1185,unlabeled
hausser_neuron_1186,unlabeled
hausser_neuron_1187,unlabeled
hausser_neuron_1188,unlabeled
hausser_neuron_1189,unlabeled
hausser_neuron_119,unlabeled
hausser_neuron_1190,unlabeled
hausser_neuron_1191,unlabeled
hausser_neuron_1192,unlabeled
hausser_neuron_1193,unlabeled
hausser_neuron_1194,unlabeled
hausser_neuron_1195,unlabeled
hausser_neuron_1196,unlabeled
hausser_neuron_1197,unlabeled
hausser_neuron_1198,unlabeled
hausser_neuron_1199,unlabeled
hausser_neuron_12,unlabeled
hausser_neuron_120,PkC_ss
hausser_neuron_1200,unlabeled
hausser_neuron_1201,unlabeled
hausser_neuron_1202,unlabeled
hausser_neuron_1203,unlabeled
hausser_neuron_1204,unlabeled
hausser_neuron_1205,unlabeled
hausser_neuron_1206,unlabeled
hausser_neuron_1207,unlabeled
hausser_neuron_1208,unlabeled
hausser_neuron_1209,unlabeled
hausser_neuron_121,unlabeled
hausser_neuron_1210,unlabeled
hausser_neuron_1211,unlabeled
hausser_neuron_1212,unlabeled
hausser_neuron_1213,unlabeled
hausser_neuron_1214,unlabeled
hausser_neuron_1215,unlabeled
hausser_neuron_1216,unlabeled
hausser_neuron_1217,unlabeled
hausser_neuron_1218,unlabeled
hausser_neuron_1219,unlabeled
hausser_neuron_122,unlabeled
hausser_neuron_1220,unlabeled
hausser_neuron_1221,unlabeled
hausser_neuron_1222,unlabeled
hausser_neuron_1223,unlabeled
hausser_neuron_1224,unlabeled
hausser_neuron_1225,unlabeled
hausser_neuron_1226,unlabeled
hausser_neuron_1227,unlabeled
hausser_neuron_1228,unlabeled
hausser_neuron_1229,unlabeled
hausser_neuron_123,unlabeled
hausser_neuron_1230,unlabeled
hausser_neuron_1231,unlabeled
hausser_neuron_1232,unlabeled
hausser_neuron_1233,unlabeled
hausser_neuron_1234,unlabeled
hausser_neuron_1235,unlabeled
hausser_neuron_1236,unlabeled
hausser_neuron_1237,unlabeled
hausser_neuron_1238,unlabeled
hausser_neuron_1239,unlabeled
hausser_neuron_124,unlabeled
hausser_neuron_1240,unlabeled
hausser_neuron_1241,unlabeled
hausser_neuron_1242,unlabeled
hausser_neuron_1243,unlabeled
hausser_neuron_1244,unlabeled
hausser_neuron_1245,unlabeled
hausser_neuron_1246,unlabeled
hausser_neuron_1247,MFB
hausser_neuron_1248,unlabeled
hausser_neuron_1249,MFB
hausser_neuron_125,PkC_ss
hausser_neuron_1250,unlabeled
hausser_neuron_1251,unlabeled
hausser_neuron_1252,unlabeled
hausser_neuron_1253,unlabeled
hausser_neuron_1254,unlabeled
hausser_neuron_1255,unlabeled
hausser_neuron_1256,unlabeled
hausser_neuron_1257,unlabeled
hausser_neuron_1258,unlabeled
hausser_neuron_1259,unlabeled
hausser_neuron_126,unlabeled
hausser_neuron_1260,unlabeled
hausser_neuron_1261,unlabeled
hausser_neuron_1262,unlabeled
hausser_neuron_1263,unlabeled
hausser_neuron_1264,unlabeled
hausser_neuron_1265,unlabeled
hausser_neuron_1266,unlabeled
hausser_neuron_1267,unlabeled
hausser_neuron_1268,unlabeled
hausser_neuron_1269,unlabeled
hausser_neuron_127,unlabeled
hausser_neuron_1270,unlabeled
hausser_neuron_1271,unlabeled
hausser_neuron_1272,unlabeled
hausser_neuron_1273,unlabeled
hausser_neuron_1274,unlabeled
hausser_neuron_1275,unlabeled
hausser_neuron_1276,unlabeled
hausser_neuron_1277,unlabeled
hausser_neuron_1278,unlabeled
hausser_neuron_1279,unlabeled
hausser_neuron_128,unlabeled
hausser_neuron_1280,unlabeled
hausser_neuron_1281,unlabeled
hausser_neuron_1282,unlabeled
hausser_neuron_1283,unlabeled
hausser_neuron_1284,unlabeled
hausser_neuron_1285,unlabeled
hausser_neuron_1286,unlabeled
hausser_neuron_1287,unlabeled
hausser_neuron_1288,unlabeled
hausser_neuron_1289,unlabeled
hausser_neuron_129,unlabeled
hausser_neuron_1290,unlabeled
hausser_neuron_1291,unlabeled
hausser_neuron_1292,unlabeled
hausser_neuron_1293,unlabeled
hausser_neuron_1294,unlabeled
hausser_neuron_1295,unlabeled
hausser_neuron_1296,unlabeled
hausser_neuron_1297,unlabeled
hausser_neuron_1298,unlabeled
hausser_neuron_1299,unlabeled
hausser_neuron_13,unlabeled
hausser_neuron_130,unlabeled
hausser_neuron_1300,unlabeled
hausser_neuron_1301,unlabeled
hausser_neuron_1302,MFB
hausser_neuron_1303,unlabeled
hausser_neuron_1304,unlabeled
hausser_neuron_1305,unlabeled
hausser_neuron_1306,unlabeled
hausser_neuron_1307,unlabeled
hausser_neuron_1308,unlabeled
hausser_neuron_1309,unlabeled
hausser_neuron_131,unlabeled
hausser_neuron_1310,unlabeled
hausser_neuron_1311,unlabeled
hausser_neuron_1312,unlabeled
hausser_neuron_1313,unlabeled
hausser_neuron_1314,unlabeled
hausser_neuron_1315,unlabeled
hausser_neuron_1316,unlabeled
hausser_neuron_1317,unlabeled
hausser_neuron_1318,unlabeled
hausser_neuron_1319,unlabeled
hausser_neuron_132,unlabeled
hausser_neuron_1320,unlabeled
hausser_neuron_1321,unlabeled
hausser_neuron_1322,PkC_ss
hausser_neuron_1323,PkC_cs
hausser_neuron_1324,unlabeled
hausser_neuron_1325,unlabeled
hausser_neuron_1326,unlabeled
hausser_neuron_1327,unlabeled
hausser_neuron_1328,unlabeled
hausser_neuron_1329,unlabeled
hausser_neuron_133,unlabeled
hausser_neuron_1330,unlabeled
hausser_neuron_1331,unlabeled
hausser_neuron_1332,unlabeled
hausser_neuron_1333,unlabeled
hausser_neuron_1334,unlabeled
hausser_neuron_1335,unlabeled
hausser_neuron_1336,unlabeled
hausser_neuron_1337,unlabeled
hausser_neuron_1338,unlabeled
hausser_neuron_1339,unlabeled
hausser_neuron_134,unlabeled
hausser_neuron_1340,unlabeled
hausser_neuron_1341,unlabeled
hausser_neuron_1342,unlabeled
hausser_neuron_1343,unlabeled
hausser_neuron_1344,unlabeled
hausser_neuron_1345,unlabeled
hausser_neuron_1346,unlabeled
hausser_neuron_1347,unlabeled
hausser_neuron_1348,unlabeled
hausser_neuron_1349,unlabeled
hausser_neuron_135,unlabeled
hausser_neuron_1350,unlabeled
hausser_neuron_1351,unlabeled
hausser_neuron_1352,unlabeled
hausser_neuron_1353,unlabeled
hausser_neuron_1354,unlabeled
hausser_neuron_1355,PkC_ss
hausser_neuron_1356,unlabeled
hausser_neuron_1357,PkC_cs
hausser_neuron_1358,unlabeled
hausser_neuron_1359,unlabeled
hausser_neuron_136,unlabeled
hausser_neuron_1360,unlabeled
hausser_neuron_1361,unlabeled
hausser_neuron_1362,unlabeled
hausser_neuron_1363,unlabeled
hausser_neuron_1364,unlabeled
hausser_neuron_1365,unlabeled
hausser_neuron_1366,unlabeled
hausser_neuron_1367,unlabeled
hausser_neuron_1368,unlabeled
hausser_neuron_1369,unlabeled
hausser_neuron_137,unlabeled
hausser_neuron_1370,unlabeled
hausser_neuron_1371,unlabeled
hausser_neuron_1372,unlabeled
hausser_neuron_1373,unlabeled
hausser_neuron_1374,unlabeled
hausser_neuron_1375,unlabeled
hausser_neuron_1376,unlabeled
hausser_neuron_1377,unlabeled
hausser_neuron_1378,unlabeled
hausser_neuron_1379,unlabeled
hausser_neuron_138,unlabeled
hausser_neuron_1380,unlabeled
hausser_neuron_1381,unlabeled
hausser_neuron_1382,unlabeled
hausser_neuron_1383,unlabeled
hausser_neuron_1384,unlabeled
hausser_neuron_1385,unlabeled
hausser_neuron_1386,unlabeled
hausser_neuron_1387,unlabeled
hausser_neuron_1388,unlabeled
hausser_neuron_1389,unlabeled
hausser_neuron_139,unlabeled
hausser_neuron_1390,unlabeled
hausser_neuron_1391,unlabeled
hausser_neuron_1392,unlabeled
hausser_neuron_1393,unlabeled
hausser_neuron_1394,unlabeled
hausser_neuron_1395,unlabeled
hausser_neuron_1396,unlabeled
hausser_neuron_1397,unlabeled
hausser_neuron_1398,unlabeled
hausser_neuron_1399,unlabeled
hausser_neuron_14,unlabeled
hausser_neuron_140,unlabeled
hausser_neuron_1400,unlabeled
hausser_neuron_1401,unlabeled
hausser_neuron_1402,MFB
hausser_neuron_1403,unlabeled
hausser_neuron_1404,unlabeled
hausser_neuron_1405,unlabeled
hausser_neuron_1406,MFB
hausser_neuron_1407,unlabeled
hausser_neuron_1408,unlabeled
hausser_neuron_1409,unlabeled
hausser_neuron_141,PkC_ss
hausser_neuron_1410,unlabeled
hausser_neuron_1411,unlabeled
hausser_neuron_1412,unlabeled
hausser_neuron_1413,unlabeled
hausser_neuron_1414,unlabeled
hausser_neuron_1415,unlabeled
hausser_neuron_1416,unlabeled
hausser_neuron_1417,unlabeled
hausser_neuron_1418,unlabeled
hausser_neuron_1419,unlabeled
hausser_neuron_142,unlabeled
hausser_neuron_1420,unlabeled
hausser_neuron_1421,unlabeled
hausser_neuron_1422,unlabeled
hausser_neuron_1423,unlabeled
hausser_neuron_1424,unlabeled
hausser_neuron_1425,unlabeled
hausser_neuron_1426,unlabeled
hausser_neuron_1427,unlabeled
hausser_neuron_1428,unlabeled
hausser_neuron_1429,unlabeled
hausser_neuron_143,unlabeled
hausser_neuron_1430,unlabeled
hausser_neuron_1431,unlabeled
hausser_neuron_1432,PkC_cs
hausser_neuron_1433,unlabeled
hausser_neuron_1434,unlabeled
hausser_neuron_1435,unlabeled
hausser_neuron_1436,unlabeled
hausser_neuron_1437,unlabeled
hausser_neuron_1438,unlabeled
hausser_neuron_1439,unlabeled
hausser_neuron_144,unlabeled
hausser_neuron_1440,unlabeled
hausser_neuron_1441,unlabeled
hausser_neuron_1442,PkC_ss
hausser_neuron_1443,unlabeled
hausser_neuron_1444,unlabeled
hausser_neuron_1445,unlabeled
hausser_neuron_1446,unlabeled
hausser_neuron_1447,unlabeled
hausser_neuron_1448,unlabeled
hausser_neuron_1449,unlabeled
hausser_neuron_145,unlabeled
hausser_neuron_1450,unlabeled
hausser_neuron_1451,unlabeled
hausser_neuron_1452,unlabeled
hausser_neuron_1453,unlabeled
hausser_neuron_1454,unlabeled
hausser_neuron_1455,unlabeled
hausser_neuron_1456,unlabeled
hausser_neuron_1457,unlabeled
hausser_neuron_1458,unlabeled
hausser_neuron_1459,unlabeled
hausser_neuron_146,unlabeled
hausser_neuron_1460,unlabeled
hausser_neuron_1461,unlabeled
hausser_neuron_1462,unlabeled
hausser_neuron_1463,unlabeled
hausser_neuron_1464,unlabeled
hausser_neuron_1465,unlabeled
hausser_neuron_1466,PkC_ss
hausser_neuron_1467,PkC_cs
hausser_neuron_1468,unlabeled
hausser_neuron_1469,unlabeled
hausser_neuron_147,unlabeled
hausser_neuron_1470,unlabeled
hausser_neuron_1471,unlabeled
hausser_neuron_1472,PkC_cs
hausser_neuron_1473,unlabeled
hausser_neuron_1474,PkC_ss
hausser_neuron_1475,unlabeled
hausser_neuron_1476,unlabeled
hausser_neuron_1477,unlabeled
hausser_neuron_1478,unlabeled
hausser_neuron_1479,unlabeled
hausser_neuron_148,unlabeled
hausser_neuron_1480,unlabeled
hausser_neuron_1481,unlabeled
hausser_neuron_1482,unlabeled
hausser_neuron_1483,unlabeled
hausser_neuron_1484,unlabeled
hausser_neuron_1485,unlabeled
hausser_neuron_1486,PkC_cs
hausser_neuron_1487,unlabeled
hausser_neuron_1488,unlabeled
hausser_neuron_1489,unlabeled
hausser_neuron_149,unlabeled
hausser_neuron_1490,unlabeled
hausser_neuron_1491,unlabeled
hausser_neuron_1492,unlabeled
hausser_neuron_1493,PkC_ss
hausser_neuron_1494,PkC_cs
hausser_neuron_1495,PkC_cs
hausser_neuron_1496,PkC_ss
hausser_neuron_1497,unlabeled
hausser_neuron_1498,unlabeled
hausser_neuron_1499,unlabeled
hausser_neuron_15,unlabeled
hausser_neuron_150,unlabeled
hausser_neuron_1500,unlabeled
hausser_neuron_1501,unlabeled
hausser_neuron_1502,unlabeled
hausser_neuron_1503,unlabeled
hausser_neuron_1504,unlabeled
hausser_neuron_1505,unlabeled
hausser_neuron_1506,unlabeled
hausser_neuron_1507,unlabeled
hausser_neuron_1508,unlabeled
hausser_neuron_1509,unlabeled
hausser_neuron_151,unlabeled
hausser_neuron_1510,unlabeled
hausser_neuron_1511,unlabeled
hausser_neuron_1512,unlabeled
hausser_neuron_1513,unlabeled
hausser_neuron_1514,unlabeled
hausser_neuron_1515,unlabeled
hausser_neuron_1516,unlabeled
hausser_neuron_1517,unlabeled
hausser_neuron_1518,unlabeled
hausser_neuron_1519,unlabeled
hausser_neuron_152,unlabeled
hausser_neuron_1520,unlabeled
hausser_neuron_1521,unlabeled
hausser_neuron_1522,unlabeled
hausser_neuron_1523,unlabeled
hausser_neuron_1524,unlabeled
hausser_neuron_1525,unlabeled
hausser_neuron_1526,unlabeled
hausser_neuron_1527,unlabeled
hausser_neuron_1528,unlabeled
hausser_neuron_1529,unlabeled
hausser_neuron_153,unlabeled
hausser_neuron_1530,unlabeled
hausser_neuron_1531,unlabeled
hausser_neuron_1532,unlabeled
hausser_neuron_1533,unlabeled
hausser_neuron_1534,unlabeled
hausser_neuron_1535,unlabeled
hausser_neuron_1536,unlabeled
hausser_neuron_1537,unlabeled
hausser_neuron_1538,unlabeled
hausser_neuron_1539,unlabeled
hausser_neuron_154,unlabeled
hausser_neuron_1540,unlabeled
hausser_neuron_1541,unlabeled
hausser_neuron_1542,unlabeled
hausser_neuron_1543,unlabeled
hausser_neuron_1544,unlabeled
hausser_neuron_1545,unlabeled
hausser_neuron_1546,unlabeled
hausser_neuron_1547,unlabeled
hausser_neuron_1548,unlabeled
hausser_neuron_1549,unlabeled
hausser_neuron_155,unlabeled
hausser_neuron_1550,unlabeled
hausser_neuron_1551,PkC_ss
hausser_neuron_1552,unlabeled
hausser_neuron_1553,unlabeled
hausser_neuron_1554,unlabeled
hausser_neuron_1555,unlabeled
hausser_neuron_1556,unlabeled
hausser_neuron_1557,unlabeled
hausser_neuron_1558,unlabeled
hausser_neuron_1559,unlabeled
hausser_neuron_156,unlabeled
hausser_neuron_1560,unlabeled
hausser_neuron_1561,unlabeled
hausser_neuron_1562,unlabeled
hausser_neuron_1563,unlabeled
hausser_neuron_1564,unlabeled
hausser_neuron_1565,unlabeled
hausser_neuron_1566,unlabeled
hausser_neuron_1567,unlabeled
hausser_neuron_1568,unlabeled
hausser_neuron_1569,unlabeled
hausser_neuron_157,unlabeled
hausser_neuron_1570,unlabeled
hausser_neuron_1571,unlabeled
hausser_neuron_1572,unlabeled
hausser_neuron_1573,unlabeled
hausser_neuron_1574,unlabeled
hausser_neuron_1575,unlabeled
hausser_neuron_1576,unlabeled
hausser_neuron_1577,unlabeled
hausser_neuron_1578,unlabeled
hausser_neuron_1579,unlabeled
hausser_neuron_158,unlabeled
hausser_neuron_1580,unlabeled
hausser_neuron_1581,unlabeled
hausser_neuron_1582,unlabeled
hausser_neuron_1583,unlabeled
hausser_neuron_1584,unlabeled
hausser_neuron_1585,PkC_cs
hausser_neuron_1586,unlabeled
hausser_neuron_1587,unlabeled
hausser_neuron_1588,PkC_ss
hausser_neuron_1589,PkC_cs
hausser_neuron_159,unlabeled
hausser_neuron_1590,unlabeled
hausser_neuron_1591,unlabeled
hausser_neuron_1592,unlabeled
hausser_neuron_1593,unlabeled
hausser_neuron_1594,unlabeled
hausser_neuron_1595,unlabeled
hausser_neuron_1596,unlabeled
hausser_neuron_1597,unlabeled
hausser_neuron_1598,unlabeled
hausser_neuron_1599,unlabeled
hausser_neuron_16,unlabeled
hausser_neuron_160,unlabeled
hausser_neuron_1600,unlabeled
hausser_neuron_1601,unlabeled
hausser_neuron_1602,unlabeled
hausser_neuron_1603,unlabeled
hausser_neuron_1604,unlabeled
hausser_neuron_1605,unlabeled
hausser_neuron_1606,unlabeled
hausser_neuron_1607,unlabeled
hausser_neuron_1608,unlabeled
hausser_neuron_1609,unlabeled
hausser_neuron_161,unlabeled
hausser_neuron_1610,unlabeled
hausser_neuron_1611,unlabeled
hausser_neuron_1612,unlabeled
hausser_neuron_1613,unlabeled
hausser_neuron_1614,unlabeled
hausser_neuron_1615,unlabeled
hausser_neuron_1616,unlabeled
hausser_neuron_1617,unlabeled
hausser_neuron_1618,unlabeled
hausser_neuron_1619,unlabeled
hausser_neuron_162,unlabeled
hausser_neuron_1620,unlabeled
hausser_neuron_1621,unlabeled
hausser_neuron_1622,unlabeled
hausser_neuron_1623,unlabeled
hausser_neuron_1624,unlabeled
hausser_neuron_1625,unlabeled
hausser_neuron_1626,unlabeled
hausser_neuron_1627,unlabeled
hausser_neuron_1628,unlabeled
hausser_neuron_1629,unlabeled
hausser_neuron_163,unlabeled
hausser_neuron_1630,unlabeled
hausser_neuron_1631,unlabeled
hausser_neuron_1632,unlabeled
hausser_neuron_1633,unlabeled
hausser_neuron_1634,PkC_cs
hausser_neuron_1635,unlabeled
hausser_neuron_1636,unlabeled
hausser_neuron_1637,unlabeled
hausser_neuron_1638,unlabeled
hausser_neuron_1639,unlabeled
hausser_neuron_164,unlabeled
hausser_neuron_1640,unlabeled
hausser_neuron_1641,unlabeled
hausser_neuron_1642,unlabeled
hausser_neuron_1643,unlabeled
hausser_neuron_1644,unlabeled
hausser_neuron_1645,unlabeled
hausser_neuron_1646,unlabeled
hausser_neuron_1647,unlabeled
hausser_neuron_1648,unlabeled
hausser_neuron_1649,unlabeled
hausser_neuron_165,unlabeled
hausser_neuron_1650,unlabeled
hausser_neuron_1651,unlabeled
hausser_neuron_1652,unlabeled
hausser_neuron_1653,unlabeled
hausser_neuron_1654,unlabeled
hausser_neuron_1655,unlabeled
hausser_neuron_1656,unlabeled
hausser_neuron_1657,unlabeled
hausser_neuron_1658,unlabeled
hausser_neuron_1659,PkC_ss
hausser_neuron_166,unlabeled
hausser_neuron_1660,unlabeled
hausser_neuron_1661,unlabeled
hausser_neuron_1662,PkC_ss
hausser_neuron_1663,unlabeled
hausser_neuron_1664,unlabeled
hausser_neuron_1665,unlabeled
hausser_neuron_1666,unlabeled
hausser_neuron_1667,unlabeled
hausser_neuron_1668,unlabeled
hausser_neuron_1669,unlabeled
hausser_neuron_167,unlabeled
hausser_neuron_1670,unlabeled
hausser_neuron_1671,unlabeled
hausser_neuron_1672,unlabeled
hausser_neuron_1673,unlabeled
hausser_neuron_1674,unlabeled
hausser_neuron_1675,unlabeled
hausser_neuron_1676,unlabeled
hausser_neuron_1677,unlabeled
hausser_neuron_1678,unlabeled
hausser_neuron_1679,PkC_cs
hausser_neuron_168,unlabeled
hausser_neuron_1680,unlabeled
hausser_neuron_1681,unlabeled
hausser_neuron_1682,unlabeled
hausser_neuron_1683,PkC_ss
hausser_neuron_1684,unlabeled
hausser_neuron_1685,unlabeled
hausser_neuron_1686,unlabeled
hausser_neuron_1687,unlabeled
hausser_neuron_1688,unlabeled
hausser_neuron_1689,MLI
hausser_neuron_169,unlabeled
hausser_neuron_1690,unlabeled
hausser_neuron_1691,unlabeled
hausser_neuron_1692,unlabeled
hausser_neuron_1693,unlabeled
hausser_neuron_1694,unlabeled
hausser_neuron_1695,unlabeled
hausser_neuron_1696,unlabeled
hausser_neuron_1697,unlabeled
hausser_neuron_1698,unlabeled
hausser_neuron_1699,unlabeled
hausser_neuron_17,unlabeled
hausser_neuron_170,unlabeled
hausser_neuron_1700,unlabeled
hausser_neuron_1701,unlabeled
hausser_neuron_1702,unlabeled
hausser_neuron_1703,unlabeled
hausser_neuron_1704,unlabeled
hausser_neuron_1705,unlabeled
hausser_neuron_1706,unlabeled
hausser_neuron_1707,unlabeled
hausser_neuron_1708,unlabeled
hausser_neuron_1709,unlabeled
hausser_neuron_171,unlabeled
hausser_neuron_1710,unlabeled
hausser_neuron_1711,unlabeled
hausser_neuron_1712,unlabeled
hausser_neuron_1713,unlabeled
hausser_neuron_1714,unlabeled
hausser_neuron_1715,unlabeled
hausser_neuron_1716,unlabeled
hausser_neuron_1717,unlabeled
hausser_neuron_1718,unlabeled
hausser_neuron_1719,unlabeled
hausser_neuron_172,unlabeled
hausser_neuron_1720,unlabeled
hausser_neuron_1721,unlabeled
hausser_neuron_1722,unlabeled
hausser_neuron_1723,unlabeled
hausser_neuron_1724,unlabeled
hausser_neuron_1725,unlabeled
hausser_neuron_1726,unlabeled
hausser_neuron_1727,unlabeled
hausser_neuron_1728,unlabeled
hausser_neuron_1729,unlabeled
hausser_neuron_173,unlabeled
hausser_neuron_1730,unlabeled
hausser_neuron_1731,unlabeled
hausser_neuron_1732,unlabeled
hausser_neuron_1733,MLI
hausser_neuron_1734,unlabeled
hausser_neuron_1735,MLI
hausser_neuron_1736,unlabeled
hausser_neuron_1737,unlabeled
hausser_neuron_1738,unlabeled
hausser_neuron_1739,unlabeled
hausser_neuron_174,unlabeled
hausser_neuron_1740,unlabeled
hausser_neuron_1741,unlabeled
