session_id,unit_id,subject,cell_type,n_spikes,firing_rate
128514_20191215-probe0,93,128514,Excitatory,1505,0.30321857145047454
128514_20191215-probe0,94,128514,Excitatory,20039,4.03734016830303
128514_20191215-probe0,95,128514,Excitatory,928,0.18696799621663812
128514_20191215-probe0,96,128514,Excitatory,19356,3.8997333348806547
128514_20191215-probe0,97,128514,Excitatory,4808,0.9686876355706855
128514_20191215-probe0,98,128514,Excitatory,8399,1.6921812502408875
128514_20191215-probe0,99,128514,Excitatory,12954,2.6098959299464766
128514_20191215-probe0,100,128514,Excitatory,48022,9.675190855943315
128514_20191215-probe0,101,128514,Excitatory,8445,1.7014490603981778
128514_20191215-probe0,102,128514,Excitatory,2046,0.4122160778655621
128514_20191215-probe0,103,128514,Excitatory,987,0.19885497011403214
128514_20191215-probe0,104,128514,Excitatory,6274,1.2640487158008487
128514_20191215-probe0,105,128514,Excitatory,5212,1.0500831856477564
128514_20191215-probe0,106,128514,Excitatory,13963,2.8131833310052996
128514_20191215-probe0,107,128514,Excitatory,7395,1.489901219851335
128514_20191215-probe0,108,128514,Excitatory,9278,1.869277013898673
128514_20191215-probe0,109,128514,Excitatory,13748,2.7698663922266604
128514_20191215-probe0,110,128514,Excitatory,773,0.15573950546924706
128514_20191215-probe0,111,128514,Excitatory,2457,0.49502194687961193
128514_20191215-probe0,112,128514,Excitatory,4961,0.9995131780503683
128514_20191215-probe0,113,128514,Excitatory,13254,2.6703381701027173
128514_20191215-probe0,114,128514,Excitatory,23423,4.719128637265426
128514_20191215-probe0,115,128514,Excitatory,10422,2.0997634230278046
128514_20191215-probe0,116,128514,Excitatory,20319,4.093752925782188
128514_20191215-probe0,117,128514,Excitatory,2910,0.5862897295155355
128514_20191215-probe0,118,128514,Excitatory,976,0.19663875464163666
128514_20191215-probe0,119,128514,Excitatory,7524,1.5158913831185186
128514_20191215-probe0,120,128514,Excitatory,10675,2.150736378892901
128514_20191215-probe0,121,128514,Excitatory,1248,0.2514397190499616
128514_20191215-probe0,122,128514,Excitatory,5138,1.0351740997425503
128514_20191215-probe0,123,128514,Excitatory,3733,0.7521029416774894
128514_20191215-probe0,124,128514,Excitatory,592,0.11927268724164847
128514_20191215-probe0,125,128514,Excitatory,37964,7.648764017638416
128514_20191215-probe0,126,128514,Excitatory,1284,0.2586927878687105
128514_20191215-probe0,127,128514,Excitatory,41076,8.275751522192486
128514_20191215-probe0,128,128514,Inhibitory,143830,28.97802467224037
128514_20191215-probe0,129,128514,Excitatory,8238,1.6597439146903716
128514_20191215-probe0,130,128514,Inhibitory,18538,3.7349274933879717
128514_20191215-probe0,131,128514,Excitatory,3627,0.730746683488951
128514_20191215-probe0,132,128514,Inhibitory,100547,20.257619736631803
128514_20191215-probe0,133,128514,Excitatory,16595,3.3434632513093856
128514_20191215-probe0,134,128514,Inhibitory,8225,1.657124750950268
128514_20191215-probe0,135,128514,Excitatory,24412,4.9183865556471655
128514_20191215-probe0,136,128514,Excitatory,47850,9.640537304920404
128514_20191215-probe0,137,128514,Inhibitory,52329,10.542939950453079
128514_20191215-probe0,138,128514,Excitatory,38918,7.840970341335262
128514_20191215-probe0,139,128514,Excitatory,9289,1.8714932293710684
128514_20191215-probe0,140,128514,Excitatory,53253,10.7291020501343
128514_20191215-probe0,141,128514,Inhibitory,155360,31.301021435578555
128514_20191215-probe0,142,128514,Excitatory,18650,3.7574925963796346
128514_20191215-probe0,143,128514,Excitatory,24585,4.953241580803931
128514_20191215-probe0,144,128514,Inhibitory,131227,26.438846163276693
128514_20191215-probe0,145,128514,Excitatory,5162,1.0400094789550496
128514_20191215-probe0,146,128514,Excitatory,18861,3.8000036386228575
128514_20191215-probe0,147,128514,Excitatory,25298,5.096892638241931
128514_20191215-probe0,148,128514,Excitatory,26783,5.396081727015322
128514_20191215-probe0,149,128514,Inhibitory,16652,3.3549472769390714
128514_20191215-probe0,150,128514,Excitatory,45293,9.125367944655379
128514_20191215-probe0,151,128514,Inhibitory,25261,5.089438095289327
128514_20191215-probe0,152,128514,Excitatory,34166,6.883565257260408
128514_20191215-probe0,153,128514,Excitatory,42870,8.637196118326807
128514_20191215-probe0,154,128514,Excitatory,7111,1.4326825658367606
128514_20191215-probe0,155,128514,Excitatory,21240,4.279310603061847
128514_20191215-probe0,156,128514,Inhibitory,31021,6.249929106289151
128514_20191215-probe0,157,128514,Excitatory,8415,1.6954048363825538
128514_20191215-probe0,158,128514,Excitatory,31829,6.412720206443292
128514_20191215-probe0,159,128514,Excitatory,21888,4.409865841799327
128514_20191215-probe0,160,128514,Excitatory,13103,2.639915575890743
128514_20191215-probe0,161,128514,Excitatory,15738,3.170799918596391
128514_20191215-probe0,162,128514,Inhibitory,18952,3.818337784803584
128514_20191215-probe0,163,128514,Inhibitory,23351,4.704622499627928
128514_20191215-probe0,164,128514,Excitatory,11738,2.3649033831798474
128514_20191215-probe0,165,128514,Excitatory,26750,5.389433080598136
128514_20191215-probe0,166,128514,Excitatory,21467,4.325045231446736
128514_20191215-probe0,167,128514,Excitatory,5008,1.0089824623415127
128514_20191215-probe0,168,128514,Excitatory,8156,1.6432230357143325
128514_20191215-probe0,169,128514,Excitatory,23660,4.766878006988856
128514_20191215-probe0,170,128514,Excitatory,8521,1.716761094571092
128514_20191215-probe0,171,128514,Excitatory,41570,8.37527974431643
128514_20191215-probe0,172,128514,Excitatory,26331,5.3050154185132525
128514_20191215-probe0,173,128514,Excitatory,6469,1.3033361719024052
128514_20191215-probe0,174,128514,Excitatory,27207,5.481506759769476
128514_20191215-probe0,175,128514,Excitatory,26738,5.387015390991886
128514_20191215-probe0,176,128514,Excitatory,35522,7.156764182766616
128514_20191215-probe0,177,128514,Excitatory,27760,5.592921955790813
128514_20191215-probe0,178,128514,Excitatory,55657,11.213445867919642
128514_20191215-probe0,179,128514,Inhibitory,20419,4.113900339167602
128514_20191215-probe0,180,128514,Excitatory,6847,1.3794933944992687
128514_20191215-probe0,181,128514,Excitatory,32241,6.495727549591196
128514_20191215-probe0,182,128514,Inhibitory,33397,6.728631648326577
128514_20191215-probe0,183,128514,Excitatory,5021,1.0116016260816165
128514_20191215-probe0,184,128514,Excitatory,67801,13.660147749444269
128514_20191215-probe0,185,128514,Excitatory,114303,23.0290979219293
128514_20191215-probe0,186,128514,Excitatory,16001,3.223787615800029
128514_20191215-probe0,187,128514,Excitatory,18508,3.7288832693723477
128514_20191215-probe0,188,128514,Excitatory,65026,13.101057027999042
128514_20191215-probe0,189,128514,Excitatory,21400,4.311546464478509
128514_20191215-probe0,190,128514,Excitatory,35742,7.2010884922145255
128514_20191215-probe0,191,128514,Excitatory,88120,17.753900675226458
128514_20191215-probe0,192,128514,Excitatory,27166,5.473246320281456
128514_20191215-probe0,193,128514,Excitatory,5382,1.0843337884029596
128514_20191215-probe0,194,128514,Excitatory,3419,0.6888400636472907
128514_20191215-probe0,195,128514,Excitatory,6864,1.382918454774789
128514_20191215-probe0,196,128514,Excitatory,12750,2.568795206640233
128514_20191215-probe0,197,128514,Excitatory,41703,8.40207580411903
128514_20191215-probe0,198,128514,Excitatory,44480,8.961569473831965
128514_20191215-probe0,199,128514,Excitatory,9502,1.9144072198819995
128514_20191215-probe0,200,128514,Excitatory,30918,6.229177270502174
128514_20191215-probe0,201,128514,Excitatory,28490,5.739998073504332
128514_20191215-probe0,202,128514,Excitatory,3906,0.7869579668342549
128514_20191215-probe0,203,128514,Excitatory,62697,12.63182377025276
128514_20191215-probe0,204,128514,Excitatory,9885,1.9915718131481335
128514_20191215-probe0,205,128514,Excitatory,5330,1.0738571334425444
128514_20191215-probe0,206,128514,Inhibitory,58307,11.747352322633104
128514_20191215-probe0,207,128514,Excitatory,35061,7.063884607059859
128514_20191215-probe0,208,128514,Excitatory,4675,0.9418915757680854
128514_20191215-probe0,209,128514,Excitatory,8335,1.6792869056742228
128514_20191215-probe0,210,128514,Excitatory,12929,2.6048590766001234
128514_20191215-probe0,211,128514,Inhibitory,45612,9.189638193354847
128514_20191215-probe0,212,128514,Excitatory,25241,5.085408612612245
128514_20191215-probe0,213,128514,Inhibitory,26797,5.39890236488928
128514_20191215-probe0,214,128514,Excitatory,13496,2.7190949104954183
128514_20191215-probe0,215,128514,Excitatory,3280,0.6608351590415658
128514_20191215-probe0,216,128514,Excitatory,15789,3.181075099422952
128514_20191215-probe0,217,128514,Excitatory,5295,1.0668055387576496
128514_20191215-probe0,218,128514,Excitatory,13380,2.6957239109683386
128514_20191215-probe0,219,128514,Excitatory,1686,0.33968538967807316
128514_20191215-probe0,220,128514,Excitatory,11935,2.4045937875491123
128514_20191215-probe0,221,128514,Inhibitory,8426,1.6976210518549493
128514_20191215-probe0,222,128514,Excitatory,24839,5.004416010802882
128514_20191215-probe0,223,128514,Excitatory,11849,2.3872670120376567
128514_20191215-probe0,224,128514,Excitatory,5891,1.1868841225347146
128514_20191215-probe0,225,128514,Excitatory,23350,4.7044210254940735
128514_20191215-probe0,226,128514,Excitatory,27656,5.571968645869983
128514_20191215-probe0,227,128514,Excitatory,4337,0.8737933185253874
128514_20191215-probe0,228,128514,Excitatory,46370,9.342355586816282
128514_20191215-probe0,229,128514,Excitatory,9938,2.0022499422424027
128514_20191215-probe0,230,128514,Excitatory,25109,5.058814026943499
128514_20191215-probe0,231,128514,Excitatory,16429,3.310018545089599
128514_20191215-probe0,232,128514,Excitatory,3530,0.7112036925050997
128514_20191215-probe0,233,128514,Excitatory,5501,1.1083092103316017
128514_20191215-probe0,234,128514,Excitatory,6822,1.3744565411529153
128514_20191215-probe0,235,128514,Inhibitory,49532,9.97941679806306
128514_20191215-probe0,236,128514,Excitatory,7650,1.5412771239841399
128514_20191215-probe0,237,128514,Excitatory,100584,20.265074279584407
128514_20191215-probe0,238,128514,Inhibitory,41872,8.436124932740379
128514_20191215-probe0,239,128514,Excitatory,4179,0.841960405376434
128514_20191215-probe0,240,128514,Excitatory,4175,0.8411545088410175
128514_20191215-probe0,241,128514,Excitatory,14897,3.0013601720250627
128514_20191215-probe0,242,128514,Excitatory,31077,6.2612116577849815
128514_20191215-probe0,243,128514,Excitatory,42212,8.504626138250785
128514_20191215-probe0,244,128514,Excitatory,11085,2.233340773773097
128514_20191215-probe0,245,128514,Excitatory,26025,5.243364333553887
128514_20191215-probe0,246,128514,Excitatory,18821,3.791944673268692
128514_20191215-probe0,247,128514,Excitatory,15267,3.075905601551093
128514_20191215-probe0,248,128514,Excitatory,10265,2.0681319840127053
128514_20191215-probe0,249,128514,Excitatory,7769,1.565252545912782
128514_20191215-probe0,250,128514,Excitatory,12858,2.5905544130964797
128514_20191215-probe0,251,128514,Excitatory,20791,4.18884871696134
128514_20191215-probe0,252,128514,Excitatory,27987,5.638656584175702
128514_20191215-probe0,253,128514,Excitatory,2232,0.44969026676243135
128514_20191215-probe0,254,128514,Excitatory,2613,0.5264519117608571
128514_20191215-probe0,255,128514,Excitatory,10758,2.1674587320027943
128514_20191215-probe0,256,128514,Excitatory,7301,1.4709626512690464
128514_20191215-probe0,257,128514,Excitatory,6387,1.286815292926366
128514_20191215-probe0,258,128514,Excitatory,61645,12.419872981438209
128514_20191215-probe0,259,128514,Excitatory,7182,1.4469872293404042
128514_20191215-probe0,260,128514,Excitatory,9765,1.9673949170856373
128514_20191215-probe0,261,128514,Excitatory,22363,4.505566055380042
128514_20191215-probe0,262,128514,Excitatory,21932,4.418730703688909
128514_20191215-probe0,263,128514,Excitatory,58521,11.790467787277889
128514_20191215-probe0,264,128514,Excitatory,8016,1.6150166569747535
128514_20191215-probe0,265,128514,Excitatory,30820,6.209432805384469
128514_20191215-probe0,266,128514,Excitatory,27933,5.627776980947578
128514_20191215-probe0,267,128514,Excitatory,19844,3.9980527122014733
128514_20191215-probe0,268,128514,Excitatory,20024,4.034318056295217
128514_20191215-probe0,269,128514,Excitatory,5268,1.061365737143588
128514_20191215-probe0,270,128514,Excitatory,43283,8.720404935608565
128514_20191215-probe0,271,128514,Excitatory,19581,3.9450650149978355
128514_20191215-probe0,272,128514,Excitatory,4982,1.0037441348613052
128514_20191215-probe0,273,128514,Excitatory,13447,2.7092226779365656
128514_20191215-probe0,274,128514,Excitatory,4488,0.904215912737362
128514_20191215-probe0,275,128514,Excitatory,42825,8.62812978230337
128514_20191215-probe0,276,128514,Excitatory,21544,4.340558739753504
128514_20191215-probe0,277,128514,Excitatory,15446,3.1119694715109834
128514_20191215-probe0,278,128514,Excitatory,38701,7.797250454288914
128514_20191215-probe0,279,128514,Excitatory,6772,1.3643828344602085
128514_20191215-probe0,280,128514,Excitatory,11794,2.376185934675679
128514_20191215-probe0,281,128514,Excitatory,14422,2.9056599584443483
128514_20191215-probe0,282,128514,Inhibitory,149975,30.216083224774035
128514_20191215-probe0,283,128514,Excitatory,2996,0.6036165050269912
128514_20191215-probe0,284,128514,Excitatory,2358,0.47507600762805247
128514_20191215-probe0,285,128514,Excitatory,61896,12.470442989035597
128514_20191215-probe0,286,128514,Inhibitory,1788,0.360235751331195
128514_20191215-probe0,287,128514,Inhibitory,14045,2.829704209981339
128514_20191215-probe0,288,128514,Excitatory,13226,2.6646968943548015
128514_20191215-probe0,289,128514,Excitatory,12070,2.4317927956194203
128514_20191215-probe0,290,128514,Excitatory,4785,0.9640537304920404
128514_20191215-probe0,291,128514,Excitatory,11853,2.388072908573073
128514_20191215-probe0,292,128514,Excitatory,19765,3.9821362556269966
128514_20191215-probe0,293,128514,Excitatory,1281,0.2580883654671481
128514_20191215-probe0,294,128514,Excitatory,18515,3.7302935883093267
128514_20191215-probe0,295,128514,Excitatory,1826,0.3678917684176522
128514_20191215-probe0,296,128514,Inhibitory,86379,17.403134208186405
128514_20191215-probe0,297,128514,Excitatory,416,0.08381323968332054
128514_20191215-probe0,298,128514,Inhibitory,21927,4.417723333019638
128514_20191215-probe0,299,128514,Excitatory,10336,2.082436647516349
128514_20191215-probe0,300,128514,Excitatory,3315,0.6678867537264606
128514_20191215-probe0,301,128514,Excitatory,11771,2.371552029597034
128514_20191215-probe0,302,128514,Excitatory,9048,1.8229379631122218
128514_20191215-probe0,303,128514,Excitatory,47379,9.545642987875105
128514_20191215-probe0,304,128514,Excitatory,29143,5.871560682911083
128514_20191215-probe0,305,128514,Excitatory,1330,0.26796059802600075
128514_20191215-probe0,306,128514,Excitatory,11616,2.340323538849643
128514_20191215-probe0,307,128514,Excitatory,14391,2.89941426029487
128514_20191215-probe0,308,128514,Excitatory,12189,2.4557682175480626
128514_20191215-probe0,309,128514,Excitatory,33728,6.795319586632296
128514_20191215-probe0,310,128514,Excitatory,19468,3.922298437872318
128514_20191215-probe0,311,128514,Excitatory,11203,2.2571147215678846
128514_20191215-probe0,312,128514,Excitatory,13521,2.724131763841772
128514_20191215-probe0,313,128514,Excitatory,3152,0.6350464699082364
128514_20191215-probe0,315,128514,Excitatory,1579,0.3181276573556806
128514_20191215-probe0,316,128514,Excitatory,12603,2.539178508963675
128514_20191215-probe0,317,128514,Excitatory,561,0.11302698909217025
128514_20191215-probe0,318,128514,Inhibitory,7914,1.5944662953216315
128514_20191215-probe0,319,128514,Excitatory,1836,0.36990650975619355
128514_20191215-probe0,320,128514,Inhibitory,137779,27.758904688288993
128514_20191215-probe0,321,128514,Excitatory,9885,1.9915718131481335
128514_20191215-probe0,322,128514,Excitatory,15210,3.0644215759214073
128514_20191215-probe0,323,128514,Excitatory,5366,1.0811102022612933
128514_20191215-probe0,324,128514,Inhibitory,80050,16.12800441502358
128514_20191215-probe0,325,128514,Excitatory,17703,3.566696591619768
128514_20191215-probe0,326,128514,Excitatory,10031,2.0209870366908373
128514_20191215-probe0,327,128514,Excitatory,1138,0.22927756432600668
128514_20191215-probe0,328,128514,Excitatory,1034,0.20832425440517655
128514_20191215-probe0,329,128514,Excitatory,32706,6.589413021833369
128514_20191215-probe0,330,128514,Excitatory,25368,5.1109958276117196
128514_20191215-probe0,331,128514,Excitatory,28332,5.708165160355379
128514_20191215-probe0,332,128514,Excitatory,4510,0.908648343682153
128514_20191215-probe0,333,128514,Inhibitory,103288,20.80986033752599
128514_20191215-probe0,334,128514,Excitatory,9862,1.9869379080694884
128514_20191215-probe0,335,128514,Excitatory,5023,1.0120045743493247
128514_20191215-probe0,336,128514,Excitatory,40811,8.22236087672114
128514_20191215-probe0,337,128514,Excitatory,43534,8.770974943205953
128514_20191215-probe0,338,128514,Excitatory,17527,3.53123714406144
128514_20191215-probe0,339,128514,Excitatory,30461,6.137103591330834
128514_20191215-probe0,340,128514,Inhibitory,67085,13.515892269604707
128514_20191215-probe0,341,128514,Excitatory,2632,0.5302799203040858
128514_20191215-probe0,342,128514,Excitatory,2390,0.4815231799113848
128514_20191215-probe0,343,128514,Excitatory,8205,1.6530952682731852
128514_20191215-probe0,344,128514,Excitatory,1952,0.3932775092832733
128514_20191215-probe0,345,128514,Excitatory,12100,2.4378370196350447
128514_20191215-probe0,346,128514,Excitatory,5913,1.1913165534795056
128514_20191215-probe0,347,128514,Excitatory,3194,0.6435083835301101
128514_20191215-probe0,348,128514,Excitatory,3654,0.7361864851030127
128514_20191215-probe0,349,128514,Excitatory,6844,1.3788889720977062
128514_20191215-probe0,350,128514,Excitatory,44190,8.903141975014266
128514_20191215-probe0,351,128514,Inhibitory,3439,0.6928695463243734
128514_20191215-probe0,352,128514,Excitatory,9894,1.9933850803528208
128514_20191215-probe0,353,128514,Excitatory,125,0.02518426673176699
128514_20191215-probe0,354,128514,Excitatory,1928,0.38844213007077405
128514_20191215-probe0,355,128514,Inhibitory,32886,6.625678365927114
128514_20191215-probe0,356,128514,Excitatory,1770,0.35660921692182057
128514_20191215-probe0,357,128514,Excitatory,1589,0.32014239869422195
128514_20191215-probe0,358,128514,Excitatory,21955,4.423364608767554
128514_20191215-probe0,359,128514,Inhibitory,54538,10.987996312136865
128514_20191215-probe0,360,128514,Excitatory,39238,7.905442064168585
128514_20191215-probe0,362,128514,Excitatory,9471,1.9081615217325212
128514_20191215-probe0,363,128514,Excitatory,36560,7.365894333707209
128514_20191215-probe0,364,128514,Excitatory,9253,1.8642401605523196
128514_20191215-probe0,365,128514,Excitatory,49522,9.977402056724518
128514_20191215-probe0,366,128514,Inhibitory,4341,0.874599215060804
128514_20191215-probe0,367,128514,Excitatory,2157,0.43457970672337115
128514_20191215-probe0,368,128514,Inhibitory,28675,5.777270788267347
128514_20191215-probe0,369,128514,Excitatory,874,0.17608839298851478
128514_20191215-probe0,370,128514,Inhibitory,11488,2.3145348497163134
128514_20191215-probe0,371,128514,Excitatory,1601,0.3225600883004716
128514_20191215-probe0,372,128514,Inhibitory,10408,2.0969427851538467
128514_20191215-probe0,373,128514,Excitatory,8617,1.7361026114210891
128514_20191215-probe0,374,128514,Excitatory,22674,4.568224511008678
128514_20191215-probe0,375,128514,Excitatory,1851,0.3729286217640056
128514_20191215-probe0,376,128514,Excitatory,8812,1.7753900675226457
128514_20191215-probe0,377,128514,Excitatory,33079,6.664562873760962
128514_20191215-probe0,378,128514,Excitatory,11333,2.283306358968922
128514_20191215-probe0,379,128514,Excitatory,3880,0.7817196393540473
128514_20191215-probe0,380,128514,Inhibitory,35620,7.176508647884321
128514_20191215-probe0,381,128514,Excitatory,5805,1.169557347023259
128514_20191215-probe0,382,128514,Excitatory,66772,13.452830865708364
128514_20191215-probe0,383,128514,Excitatory,1315,0.26493848601818876
128514_20191215-probe0,384,128514,Inhibitory,15537,3.13030361769171
128514_20191215-probe0,385,128514,Excitatory,2472,0.498044058887424
128514_20191215-probe0,386,128514,Excitatory,12498,2.5180237249089905
128514_20191215-probe0,387,128514,Excitatory,5864,1.181444320920653
128514_20191215-probe0,388,128514,Inhibitory,159965,32.22880982197685
128514_20191215-probe0,389,128514,Excitatory,756,0.15231444519372675
128514_20191215-probe0,390,128514,Excitatory,26524,5.343899926347101
128514_20191215-probe0,391,128514,Inhibitory,21714,4.374809342508708
128514_20191215-probe0,392,128514,Inhibitory,25913,5.220799230562224
128514_20191215-probe0,393,128514,Excitatory,1608,0.3239704072374506
128514_20191215-probe0,394,128514,Excitatory,3727,0.7508940968743646
128514_20191215-probe0,395,128514,Excitatory,25790,5.196017912098165
128514_20191215-probe0,396,128514,Excitatory,33968,6.8436733787572885
128514_20191215-probe0,397,128514,Excitatory,24251,4.88594922009665
128514_20191215-probe0,398,128514,Excitatory,2573,0.5183929464066918
128514_20191215-probe0,399,128514,Inhibitory,23207,4.6756102243529325
128514_20191215-probe0,400,128514,Excitatory,5521,1.1123386930086845
128514_20191215-probe0,401,128514,Excitatory,7408,1.492520383591439
128514_20191215-probe0,402,128514,Excitatory,9821,1.9786774685814688
128514_20191215-probe0,403,128514,Excitatory,18226,3.672067563625481
128514_20191215-probe0,404,128514,Excitatory,4426,0.8917245164384056
128514_20191215-probe0,405,128514,Excitatory,49653,10.00379516825941
128514_20191215-probe0,406,128514,Excitatory,570,0.11484025629685747
128514_20191215-probe0,407,128514,Excitatory,29372,5.9176982595636805
128514_20191215-probe0,408,128514,Excitatory,10378,2.0908985611382227
128514_20191215-probe0,409,128514,Excitatory,3758,0.7571397950238428
128514_20191215-probe0,410,128514,Excitatory,40933,8.246940721051345
128514_20191215-probe0,411,128514,Excitatory,60607,12.210742830497615
128514_20191215-probe0,412,128514,Excitatory,2564,0.5165796792020045
128514_20191215-probe0,413,128514,Excitatory,5688,1.145984873362325
128514_20191215-probe0,414,128514,Inhibitory,19302,3.8888537316525316
128514_20191215-probe0,415,128514,Excitatory,17053,3.43573840461458
128514_20191215-probe0,416,128514,Excitatory,1047,0.2109434181452803
128514_20191215-probe0,417,128514,Excitatory,3905,0.7867564927004007
128514_20191215-probe0,418,128514,Excitatory,27312,5.50266154382416
